laus_code,state_fips_code,county_fips_code,name,year,labor_force,employed,unemployed,unemployment_rate
CN4600500000000,46,005,"Beadle County, SD",2014,9452,9159,293,3.100000
CN4600700000000,46,007,"Bennett County, SD",2014,1132,1069,63,5.600000
CN4600900000000,46,009,"Bon Homme County, SD",2014,3000,2915,85,2.800000
CN4601100000000,46,011,"Brookings County, SD",2014,18185,17616,569,3.100000
CN4601300000000,46,013,"Brown County, SD",2014,21036,20428,608,2.900000
CN4601500000000,46,015,"Brule County, SD",2014,2592,2508,84,3.200000
CN4601700000000,46,017,"Buffalo County, SD",2014,727,670,57,7.800000
CN4601900000000,46,019,"Butte County, SD",2014,5086,4913,173,3.400000
CN4602100000000,46,021,"Campbell County, SD",2014,835,807,28,3.400000
CN4602300000000,46,023,"Charles Mix County, SD",2014,4053,3900,153,3.800000
CN4602500000000,46,025,"Clark County, SD",2014,1987,1910,77,3.900000
CN4602700000000,46,027,"Clay County, SD",2014,7137,6892,245,3.400000
CN4602900000000,46,029,"Codington County, SD",2014,15423,14916,507,3.300000
CN4603100000000,46,031,"Corson County, SD",2014,1505,1416,89,5.900000
CN4603300000000,46,033,"Custer County, SD",2014,4039,3859,180,4.500000
CN4603500000000,46,035,"Davison County, SD",2014,11331,11014,317,2.800000
CN4603700000000,46,037,"Day County, SD",2014,2906,2753,153,5.300000
CN4603900000000,46,039,"Deuel County, SD",2014,2337,2212,125,5.300000
CN4604100000000,46,041,"Dewey County, SD",2014,2358,2016,342,14.500000
CN4604300000000,46,043,"Douglas County, SD",2014,1741,1690,51,2.900000
CN4604500000000,46,045,"Edmunds County, SD",2014,2293,2237,56,2.400000
CN4604700000000,46,047,"Fall River County, SD",2014,3026,2886,140,4.600000
CN4604900000000,46,049,"Faulk County, SD",2014,1156,1120,36,3.100000
CN4605100000000,46,051,"Grant County, SD",2014,4745,4576,169,3.600000
CN4605300000000,46,053,"Gregory County, SD",2014,2086,2015,71,3.400000
CN4605500000000,46,055,"Haakon County, SD",2014,1096,1066,30,2.700000
CN4605700000000,46,057,"Hamlin County, SD",2014,3158,3050,108,3.400000
CN4605900000000,46,059,"Hand County, SD",2014,1832,1785,47,2.600000
CN4606100000000,46,061,"Hanson County, SD",2014,1815,1752,63,3.500000
CN4606300000000,46,063,"Harding County, SD",2014,781,762,19,2.400000
CN4606500000000,46,065,"Hughes County, SD",2014,10008,9750,258,2.600000
CN4606700000000,46,067,"Hutchinson County, SD",2014,3665,3560,105,2.900000
CN4606900000000,46,069,"Hyde County, SD",2014,703,683,20,2.800000
CN4607100000000,46,071,"Jackson County, SD",2014,1316,1245,71,5.400000
CN4607300000000,46,073,"Jerauld County, SD",2014,1217,1186,31,2.500000
CN4607500000000,46,075,"Jones County, SD",2014,622,600,22,3.500000
CN4607700000000,46,077,"Kingsbury County, SD",2014,2928,2842,86,2.900000
CN4607900000000,46,079,"Lake County, SD",2014,6280,6056,224,3.600000
CN4608100000000,46,081,"Lawrence County, SD",2014,12700,12256,444,3.500000
CN4608300000000,46,083,"Lincoln County, SD",2014,29100,28402,698,2.400000
CN4608500000000,46,085,"Lyman County, SD",2014,1817,1740,77,4.200000
CN4608700000000,46,087,"McCook County, SD",2014,3211,3126,85,2.600000
CN4608900000000,46,089,"McPherson County, SD",2014,1142,1098,44,3.900000
CN4609100000000,46,091,"Marshall County, SD",2014,2542,2438,104,4.100000
CN4609300000000,46,093,"Meade County, SD",2014,13636,13189,447,3.300000
CN4609500000000,46,095,"Mellette County, SD",2014,824,774,50,6.100000
CN4609700000000,46,097,"Miner County, SD",2014,1243,1203,40,3.200000
CN4609900000000,46,099,"Minnehaha County, SD",2014,104575,101458,3117,3.000000
CN4610100000000,46,101,"Moody County, SD",2014,3979,3815,164,4.100000
CN4610300000000,46,103,"Pennington County, SD",2014,53691,51878,1813,3.400000
CN4610500000000,46,105,"Perkins County, SD",2014,1557,1505,52,3.300000
CN4610700000000,46,107,"Potter County, SD",2014,1213,1172,41,3.400000
CN4610900000000,46,109,"Roberts County, SD",2014,4912,4680,232,4.700000
CN4611100000000,46,111,"Sanborn County, SD",2014,1259,1227,32,2.500000
CN4611300000000,46,113,"Shannon County, SD",2014,3642,3163,479,13.200000
CN4611500000000,46,115,"Spink County, SD",2014,3398,3278,120,3.500000
CN4611700000000,46,117,"Stanley County, SD",2014,1879,1831,48,2.600000
CN4611900000000,46,119,"Sully County, SD",2014,892,867,25,2.800000
CN4612100000000,46,121,"Todd County, SD",2014,3093,2825,268,8.700000
CN4612300000000,46,123,"Tripp County, SD",2014,3128,3028,100,3.200000
CN4612500000000,46,125,"Turner County, SD",2014,4792,4655,137,2.900000
CN4612700000000,46,127,"Union County, SD",2014,7973,7678,295,3.700000
CN4612900000000,46,129,"Walworth County, SD",2014,2393,2267,126,5.300000
CN4613500000000,46,135,"Yankton County, SD",2014,11398,11056,342,3.000000
CN4613700000000,46,137,"Ziebach County, SD",2014,1014,955,59,5.800000
CN4700100000000,47,001,"Anderson County, TN",2014,33091,30830,2261,6.800000
CN4700300000000,47,003,"Bedford County, TN",2014,19349,17919,1430,7.400000
CN4700500000000,47,005,"Benton County, TN",2014,6680,6082,598,9.000000
CN4700700000000,47,007,"Bledsoe County, TN",2014,4201,3835,366,8.700000
CN4700900000000,47,009,"Blount County, TN",2014,58296,54788,3508,6.000000
CN4701100000000,47,011,"Bradley County, TN",2014,48032,45054,2978,6.200000
CN4701300000000,47,013,"Campbell County, TN",2014,14857,13467,1390,9.400000
CN4701500000000,47,015,"Cannon County, TN",2014,5832,5470,362,6.200000
CN4701700000000,47,017,"Carroll County, TN",2014,12465,11203,1262,10.100000
CN4701900000000,47,019,"Carter County, TN",2014,23873,22056,1817,7.600000
CN4702100000000,47,021,"Cheatham County, TN",2014,19825,18733,1092,5.500000
CN4702300000000,47,023,"Chester County, TN",2014,8037,7473,564,7.000000
CN4702500000000,47,025,"Claiborne County, TN",2014,12594,11499,1095,8.700000
CN4702700000000,47,027,"Clay County, TN",2014,2966,2692,274,9.200000
CN4702900000000,47,029,"Cocke County, TN",2014,14483,13166,1317,9.100000
CN4703100000000,47,031,"Coffee County, TN",2014,24462,22920,1542,6.300000
CN4703300000000,47,033,"Crockett County, TN",2014,6784,6251,533,7.900000
CN4703500000000,47,035,"Cumberland County, TN",2014,22882,21047,1835,8.000000
CN4703700000000,47,037,"Davidson County, TN",2014,353770,335888,17882,5.100000
CN4703900000000,47,039,"Decatur County, TN",2014,4735,4279,456,9.600000
CN4704100000000,47,041,"DeKalb County, TN",2014,7331,6747,584,8.000000
CN4704300000000,47,043,"Dickson County, TN",2014,23597,22126,1471,6.200000
CN4704500000000,47,045,"Dyer County, TN",2014,16513,15133,1380,8.400000
CN4704700000000,47,047,"Fayette County, TN",2014,17589,16274,1315,7.500000
CN4704900000000,47,049,"Fentress County, TN",2014,7096,6503,593,8.400000
CN4705100000000,47,051,"Franklin County, TN",2014,19561,18361,1200,6.100000
CN4705300000000,47,053,"Gibson County, TN",2014,21130,19223,1907,9.000000
CN4705500000000,47,055,"Giles County, TN",2014,14210,13314,896,6.300000
CN4705700000000,47,057,"Grainger County, TN",2014,9153,8402,751,8.200000
CN4705900000000,47,059,"Greene County, TN",2014,29540,27098,2442,8.300000
CN4706100000000,47,061,"Grundy County, TN",2014,5064,4589,475,9.400000
CN4706300000000,47,063,"Hamblen County, TN",2014,26295,24374,1921,7.300000
CN4706500000000,47,065,"Hamilton County, TN",2014,163306,152992,10314,6.300000
CN4706700000000,47,067,"Hancock County, TN",2014,2058,1853,205,10.000000
CN4706900000000,47,069,"Hardeman County, TN",2014,9510,8612,898,9.400000
CN4707100000000,47,071,"Hardin County, TN",2014,10426,9484,942,9.000000
CN4707300000000,47,073,"Hawkins County, TN",2014,23798,22068,1730,7.300000
CN4707500000000,47,075,"Haywood County, TN",2014,7715,6950,765,9.900000
CN4707700000000,47,077,"Henderson County, TN",2014,12127,11064,1063,8.800000
CN4707900000000,47,079,"Henry County, TN",2014,13818,12681,1137,8.200000
CN4708100000000,47,081,"Hickman County, TN",2014,10356,9669,687,6.600000
CN4708300000000,47,083,"Houston County, TN",2014,3290,2963,327,9.900000
CN4708500000000,47,085,"Humphreys County, TN",2014,8236,7577,659,8.000000
CN4708700000000,47,087,"Jackson County, TN",2014,4426,4039,387,8.700000
CN4708900000000,47,089,"Jefferson County, TN",2014,22784,21075,1709,7.500000
CN4709100000000,47,091,"Johnson County, TN",2014,7075,6582,493,7.000000
CN4709300000000,47,093,"Knox County, TN",2014,223824,211557,12267,5.500000
CN4709500000000,47,095,"Lake County, TN",2014,2109,1914,195,9.200000
CN4709700000000,47,097,"Lauderdale County, TN",2014,9812,8841,971,9.900000
CN4709900000000,47,099,"Lawrence County, TN",2014,17575,16130,1445,8.200000
CN4710100000000,47,101,"Lewis County, TN",2014,4869,4431,438,9.000000
CN4710300000000,47,103,"Lincoln County, TN",2014,15235,14421,814,5.300000
CN4710500000000,47,105,"Loudon County, TN",2014,21647,20206,1441,6.700000
CN4710700000000,47,107,"McMinn County, TN",2014,22230,20538,1692,7.600000
CN4710900000000,47,109,"McNairy County, TN",2014,8944,8000,944,10.600000
CN4711100000000,47,111,"Macon County, TN",2014,9893,9250,643,6.500000
CN4711300000000,47,113,"Madison County, TN",2014,46229,43040,3189,6.900000
CN4711500000000,47,115,"Marion County, TN",2014,11596,10678,918,7.900000
CN4711700000000,47,117,"Marshall County, TN",2014,14360,13437,923,6.400000
CN4711900000000,47,119,"Maury County, TN",2014,40655,38160,2495,6.100000
CN4712100000000,47,121,"Meigs County, TN",2014,4852,4434,418,8.600000
CN4712300000000,47,123,"Monroe County, TN",2014,18913,17459,1454,7.700000
CN4712500000000,47,125,"Montgomery County, TN",2014,76102,70982,5120,6.700000
CN4712700000000,47,127,"Moore County, TN",2014,3289,3120,169,5.100000
CN4712900000000,47,129,"Morgan County, TN",2014,7874,7182,692,8.800000
CN4713100000000,47,131,"Obion County, TN",2014,12929,11700,1229,9.500000
CN4713300000000,47,133,"Overton County, TN",2014,9089,8367,722,7.900000
CN4713500000000,47,135,"Perry County, TN",2014,3029,2778,251,8.300000
CN4713700000000,47,137,"Pickett County, TN",2014,2281,2080,201,8.800000
CN4713900000000,47,139,"Polk County, TN",2014,7286,6702,584,8.000000
CN4714100000000,47,141,"Putnam County, TN",2014,31832,29649,2183,6.900000
CN4714300000000,47,143,"Rhea County, TN",2014,13155,12038,1117,8.500000
CN4714500000000,47,145,"Roane County, TN",2014,22640,20954,1686,7.400000
CN4714700000000,47,147,"Robertson County, TN",2014,33390,31490,1900,5.700000
CN4714900000000,47,149,"Rutherford County, TN",2014,146720,138984,7736,5.300000
CN4715100000000,47,151,"Scott County, TN",2014,8198,7234,964,11.800000
CN4715300000000,47,153,"Sequatchie County, TN",2014,5711,5286,425,7.400000
CN4715500000000,47,155,"Sevier County, TN",2014,48433,44959,3474,7.200000
CN4715700000000,47,157,"Shelby County, TN",2014,427588,394006,33582,7.900000
CN4715900000000,47,159,"Smith County, TN",2014,8424,7894,530,6.300000
CN4716100000000,47,161,"Stewart County, TN",2014,5217,4736,481,9.200000
CN4716300000000,47,163,"Sullivan County, TN",2014,69466,64819,4647,6.700000
CN4716500000000,47,165,"Sumner County, TN",2014,85191,80697,4494,5.300000
CN4716700000000,47,167,"Tipton County, TN",2014,27158,24894,2264,8.300000
CN4716900000000,47,169,"Trousdale County, TN",2014,3617,3361,256,7.100000
CN4717100000000,47,171,"Unicoi County, TN",2014,7125,6483,642,9.000000
CN4717300000000,47,173,"Union County, TN",2014,7205,6653,552,7.700000
CN4717500000000,47,175,"Van Buren County, TN",2014,2098,1896,202,9.600000
CN4717700000000,47,177,"Warren County, TN",2014,17153,15950,1203,7.000000
CN4717900000000,47,179,"Washington County, TN",2014,57121,53491,3630,6.400000
CN4718100000000,47,181,"Wayne County, TN",2014,6438,5872,566,8.800000
CN4718300000000,47,183,"Weakley County, TN",2014,15844,14480,1364,8.600000
CN4718500000000,47,185,"White County, TN",2014,11419,10561,858,7.500000
CN4718700000000,47,187,"Williamson County, TN",2014,101242,96638,4604,4.500000
CN4718900000000,47,189,"Wilson County, TN",2014,61274,58025,3249,5.300000
CN4800100000000,48,001,"Anderson County, TX",2014,21800,20756,1044,4.800000
CN4800300000000,48,003,"Andrews County, TX",2014,9587,9306,281,2.900000
CN4800500000000,48,005,"Angelina County, TX",2014,38124,36138,1986,5.200000
CN4800700000000,48,007,"Aransas County, TX",2014,10219,9660,559,5.500000
CN4800900000000,48,009,"Archer County, TX",2014,4232,4040,192,4.500000
CN4801100000000,48,011,"Armstrong County, TX",2014,1017,984,33,3.200000
CN4801300000000,48,013,"Atascosa County, TX",2014,20630,19627,1003,4.900000
CN4801500000000,48,015,"Austin County, TX",2014,14467,13790,677,4.700000
CN4801700000000,48,017,"Bailey County, TX",2014,3028,2873,155,5.100000
CN4801900000000,48,019,"Bandera County, TX",2014,9246,8811,435,4.700000
CN4802100000000,48,021,"Bastrop County, TX",2014,36886,35118,1768,4.800000
CN4802300000000,48,023,"Baylor County, TX",2014,1651,1580,71,4.300000
CN4802500000000,48,025,"Bee County, TX",2014,10958,10333,625,5.700000
CN4802700000000,48,027,"Bell County, TX",2014,135833,127940,7893,5.800000
CN4802900000000,48,029,"Bexar County, TX",2014,872682,832117,40565,4.600000
CN4803100000000,48,031,"Blanco County, TX",2014,5684,5476,208,3.700000
CN4803300000000,48,033,"Borden County, TX",2014,427,414,13,3.000000
CN4803500000000,48,035,"Bosque County, TX",2014,8168,7744,424,5.200000
CN4803700000000,48,037,"Bowie County, TX",2014,39921,37412,2509,6.300000
CN4803900000000,48,039,"Brazoria County, TX",2014,168400,159920,8480,5.000000
CN4804100000000,48,041,"Brazos County, TX",2014,104564,100476,4088,3.900000
CN4804300000000,48,043,"Brewster County, TX",2014,4141,3948,193,4.700000
CN4804500000000,48,045,"Briscoe County, TX",2014,653,625,28,4.300000
CN4804700000000,48,047,"Brooks County, TX",2014,2702,2497,205,7.600000
CN4804900000000,48,049,"Brown County, TX",2014,16020,15201,819,5.100000
CN4805100000000,48,051,"Burleson County, TX",2014,7790,7425,365,4.700000
CN4805300000000,48,053,"Burnet County, TX",2014,21598,20684,914,4.200000
CN4805500000000,48,055,"Caldwell County, TX",2014,17572,16675,897,5.100000
CN4805700000000,48,057,"Calhoun County, TX",2014,11091,10555,536,4.800000
CN4805900000000,48,059,"Callahan County, TX",2014,5950,5690,260,4.400000
CN4806100000000,48,061,"Cameron County, TX",2014,167645,153775,13870,8.300000
CN4806300000000,48,063,"Camp County, TX",2014,5244,4928,316,6.000000
CN4806500000000,48,065,"Carson County, TX",2014,3199,3092,107,3.300000
CN4806700000000,48,067,"Cass County, TX",2014,12402,11458,944,7.600000
CN4806900000000,48,069,"Castro County, TX",2014,3868,3712,156,4.000000
CN4807100000000,48,071,"Chambers County, TX",2014,17803,16791,1012,5.700000
CN4807300000000,48,073,"Cherokee County, TX",2014,21378,20129,1249,5.800000
CN4807500000000,48,075,"Childress County, TX",2014,2899,2793,106,3.700000
CN4807700000000,48,077,"Clay County, TX",2014,5131,4897,234,4.600000
CN4807900000000,48,079,"Cochran County, TX",2014,1421,1348,73,5.100000
CN4808100000000,48,081,"Coke County, TX",2014,1475,1413,62,4.200000
CN4808300000000,48,083,"Coleman County, TX",2014,3179,2989,190,6.000000
CN4808500000000,48,085,"Collin County, TX",2014,471554,450277,21277,4.500000
CN4808700000000,48,087,"Collingsworth County, TX",2014,1281,1228,53,4.100000
CN4808900000000,48,089,"Colorado County, TX",2014,10461,9999,462,4.400000
CN4809100000000,48,091,"Comal County, TX",2014,58965,56294,2671,4.500000
CN4809300000000,48,093,"Comanche County, TX",2014,5615,5344,271,4.800000
CN4809500000000,48,095,"Concho County, TX",2014,1423,1380,43,3.000000
CN4809700000000,48,097,"Cooke County, TX",2014,20722,19926,796,3.800000
CN4809900000000,48,099,"Coryell County, TX",2014,25294,23777,1517,6.000000
CN4810100000000,48,101,"Cottle County, TX",2014,667,629,38,5.700000
CN4810300000000,48,103,"Crane County, TX",2014,2059,1979,80,3.900000
CN4810500000000,48,105,"Crockett County, TX",2014,1936,1862,74,3.800000
CN4810700000000,48,107,"Crosby County, TX",2014,2796,2668,128,4.600000
CN4810900000000,48,109,"Culberson County, TX",2014,1016,974,42,4.100000
CN4811100000000,48,111,"Dallam County, TX",2014,3816,3701,115,3.000000
CN4811300000000,48,113,"Dallas County, TX",2014,1268571,1200663,67908,5.400000
CN4811500000000,48,115,"Dawson County, TX",2014,5008,4758,250,5.000000
CN4811700000000,48,117,"Deaf Smith County, TX",2014,9156,8823,333,3.600000
CN4811900000000,48,119,"Delta County, TX",2014,2707,2545,162,6.000000
CN4812100000000,48,121,"Denton County, TX",2014,412700,394540,18160,4.400000
CN4812300000000,48,123,"DeWitt County, TX",2014,10092,9708,384,3.800000
CN4812500000000,48,125,"Dickens County, TX",2014,756,708,48,6.300000
CN4812700000000,48,127,"Dimmit County, TX",2014,7689,7398,291,3.800000
CN4812900000000,48,129,"Donley County, TX",2014,1626,1547,79,4.900000
CN4813100000000,48,131,"Duval County, TX",2014,5626,5314,312,5.500000
CN4813300000000,48,133,"Eastland County, TX",2014,8452,8044,408,4.800000
CN4813500000000,48,135,"Ector County, TX",2014,83057,80240,2817,3.400000
CN4813700000000,48,137,"Edwards County, TX",2014,866,828,38,4.400000
CN4813900000000,48,139,"Ellis County, TX",2014,79731,75854,3877,4.900000
CN4814100000000,48,141,"El Paso County, TX",2014,347884,325240,22644,6.500000
CN4814300000000,48,143,"Erath County, TX",2014,20223,19376,847,4.200000
CN4814500000000,48,145,"Falls County, TX",2014,6785,6407,378,5.600000
CN4814700000000,48,147,"Fannin County, TX",2014,15479,14637,842,5.400000
CN4814900000000,48,149,"Fayette County, TX",2014,13237,12784,453,3.400000
CN4815100000000,48,151,"Fisher County, TX",2014,1879,1793,86,4.600000
CN4815300000000,48,153,"Floyd County, TX",2014,3101,2883,218,7.000000
CN4815500000000,48,155,"Foard County, TX",2014,585,560,25,4.300000
CN4815700000000,48,157,"Fort Bend County, TX",2014,341733,326385,15348,4.500000
CN4815900000000,48,159,"Franklin County, TX",2014,4745,4503,242,5.100000
CN4816100000000,48,161,"Freestone County, TX",2014,7760,7319,441,5.700000
CN4816300000000,48,163,"Frio County, TX",2014,10417,10051,366,3.500000
CN4816500000000,48,165,"Gaines County, TX",2014,9398,9096,302,3.200000
CN4816700000000,48,167,"Galveston County, TX",2014,159108,150302,8806,5.500000
CN4816900000000,48,169,"Garza County, TX",2014,2287,2207,80,3.500000
CN4817100000000,48,171,"Gillespie County, TX",2014,12563,12115,448,3.600000
CN4817300000000,48,173,"Glasscock County, TX",2014,779,758,21,2.700000
CN4817500000000,48,175,"Goliad County, TX",2014,3596,3450,146,4.100000
CN4817700000000,48,177,"Gonzales County, TX",2014,9941,9554,387,3.900000
CN4817900000000,48,179,"Gray County, TX",2014,9856,9455,401,4.100000
CN4818100000000,48,181,"Grayson County, TX",2014,60948,58005,2943,4.800000
CN4818300000000,48,183,"Gregg County, TX",2014,62036,59056,2980,4.800000
CN4818500000000,48,185,"Grimes County, TX",2014,11911,11343,568,4.800000
CN4818700000000,48,187,"Guadalupe County, TX",2014,71566,68501,3065,4.300000
CN4818900000000,48,189,"Hale County, TX",2014,13772,12483,1289,9.400000
CN4819100000000,48,191,"Hall County, TX",2014,1280,1200,80,6.300000
CN4819300000000,48,193,"Hamilton County, TX",2014,3593,3426,167,4.600000
CN4819500000000,48,195,"Hansford County, TX",2014,3287,3202,85,2.600000
CN4819700000000,48,197,"Hardeman County, TX",2014,1652,1569,83,5.000000
CN4819900000000,48,199,"Hardin County, TX",2014,25581,23994,1587,6.200000
CN4820100000000,48,201,"Harris County, TX",2014,2251628,2140826,110802,4.900000
CN4820300000000,48,203,"Harrison County, TX",2014,32409,30642,1767,5.500000
CN4820500000000,48,205,"Hartley County, TX",2014,2880,2806,74,2.600000
CN4820700000000,48,207,"Haskell County, TX",2014,2700,2592,108,4.000000
CN4820900000000,48,209,"Hays County, TX",2014,92604,88699,3905,4.200000
CN4821100000000,48,211,"Hemphill County, TX",2014,2567,2505,62,2.400000
CN4821300000000,48,213,"Henderson County, TX",2014,35125,33183,1942,5.500000
CN4821500000000,48,215,"Hidalgo County, TX",2014,334457,305428,29029,8.700000
CN4821700000000,48,217,"Hill County, TX",2014,15947,15106,841,5.300000
CN4821900000000,48,219,"Hockley County, TX",2014,12138,11666,472,3.900000
CN4822100000000,48,221,"Hood County, TX",2014,24400,23215,1185,4.900000
CN4822300000000,48,223,"Hopkins County, TX",2014,17581,16758,823,4.700000
CN4822500000000,48,225,"Houston County, TX",2014,9757,9245,512,5.200000
CN4822700000000,48,227,"Howard County, TX",2014,13687,13087,600,4.400000
CN4822900000000,48,229,"Hudspeth County, TX",2014,1310,1230,80,6.100000
CN4823100000000,48,231,"Hunt County, TX",2014,39024,36780,2244,5.800000
CN4823300000000,48,233,"Hutchinson County, TX",2014,10554,10092,462,4.400000
CN4823500000000,48,235,"Irion County, TX",2014,867,835,32,3.700000
CN4823700000000,48,237,"Jack County, TX",2014,4381,4216,165,3.800000
CN4823900000000,48,239,"Jackson County, TX",2014,7683,7383,300,3.900000
CN4824100000000,48,241,"Jasper County, TX",2014,14624,13442,1182,8.100000
CN4824300000000,48,243,"Jeff Davis County, TX",2014,1172,1129,43,3.700000
CN4824500000000,48,245,"Jefferson County, TX",2014,111452,102266,9186,8.200000
CN4824700000000,48,247,"Jim Hogg County, TX",2014,2275,2143,132,5.800000
CN4824900000000,48,249,"Jim Wells County, TX",2014,20248,19195,1053,5.200000
CN4825100000000,48,251,"Johnson County, TX",2014,74914,71185,3729,5.000000
CN4825300000000,48,253,"Jones County, TX",2014,5892,5571,321,5.400000
CN4825500000000,48,255,"Karnes County, TX",2014,6247,6011,236,3.800000
CN4825700000000,48,257,"Kaufman County, TX",2014,53886,51141,2745,5.100000
CN4825900000000,48,259,"Kendall County, TX",2014,18649,17902,747,4.000000
CN4826100000000,48,261,"Kenedy County, TX",2014,349,339,10,2.900000
CN4826300000000,48,263,"Kent County, TX",2014,525,508,17,3.200000
CN4826500000000,48,265,"Kerr County, TX",2014,21628,20688,940,4.300000
CN4826700000000,48,267,"Kimble County, TX",2014,2165,2082,83,3.800000
CN4826900000000,48,269,"King County, TX",2014,231,221,10,4.300000
CN4827100000000,48,271,"Kinney County, TX",2014,1223,1136,87,7.100000
CN4827300000000,48,273,"Kleberg County, TX",2014,15424,14594,830,5.400000
CN4827500000000,48,275,"Knox County, TX",2014,1745,1670,75,4.300000
CN4827700000000,48,277,"Lamar County, TX",2014,22250,20896,1354,6.100000
CN4827900000000,48,279,"Lamb County, TX",2014,6214,5857,357,5.700000
CN4828100000000,48,281,"Lampasas County, TX",2014,9126,8618,508,5.600000
CN4828300000000,48,283,"La Salle County, TX",2014,4599,4458,141,3.100000
CN4828500000000,48,285,"Lavaca County, TX",2014,9075,8721,354,3.900000
CN4828700000000,48,287,"Lee County, TX",2014,9332,8958,374,4.000000
CN4828900000000,48,289,"Leon County, TX",2014,7182,6799,383,5.300000
CN4829100000000,48,291,"Liberty County, TX",2014,31466,29290,2176,6.900000
CN4829300000000,48,293,"Limestone County, TX",2014,9282,8745,537,5.800000
CN4829500000000,48,295,"Lipscomb County, TX",2014,1743,1685,58,3.300000
CN4829700000000,48,297,"Live Oak County, TX",2014,6278,6060,218,3.500000
CN4829900000000,48,299,"Llano County, TX",2014,8154,7734,420,5.200000
CN4830100000000,48,301,"Loving County, TX",2014,80,76,4,5.000000
CN4830300000000,48,303,"Lubbock County, TX",2014,148679,142874,5805,3.900000
CN4830500000000,48,305,"Lynn County, TX",2014,2899,2773,126,4.300000
CN4830700000000,48,307,"McCulloch County, TX",2014,4110,3935,175,4.300000
CN4830900000000,48,309,"McLennan County, TX",2014,112604,106878,5726,5.100000
CN4831100000000,48,311,"McMullen County, TX",2014,1117,1098,19,1.700000
CN4831300000000,48,313,"Madison County, TX",2014,5075,4828,247,4.900000
CN4831500000000,48,315,"Marion County, TX",2014,4511,4225,286,6.300000
CN4831700000000,48,317,"Martin County, TX",2014,2703,2612,91,3.400000
CN4831900000000,48,319,"Mason County, TX",2014,1940,1850,90,4.600000
CN4832100000000,48,321,"Matagorda County, TX",2014,16892,15572,1320,7.800000
CN4832300000000,48,323,"Maverick County, TX",2014,23520,20960,2560,10.900000
CN4832500000000,48,325,"Medina County, TX",2014,20742,19741,1001,4.800000
CN4832700000000,48,327,"Menard County, TX",2014,901,859,42,4.700000
CN4832900000000,48,329,"Midland County, TX",2014,91588,88987,2601,2.800000
CN4833100000000,48,331,"Milam County, TX",2014,10244,9612,632,6.200000
CN4833300000000,48,333,"Mills County, TX",2014,2064,1973,91,4.400000
CN4833500000000,48,335,"Mitchell County, TX",2014,2923,2792,131,4.500000
CN4833700000000,48,337,"Montague County, TX",2014,10406,9998,408,3.900000
CN4833900000000,48,339,"Montgomery County, TX",2014,252448,241416,11032,4.400000
CN4834100000000,48,341,"Moore County, TX",2014,11395,10997,398,3.500000
CN4834300000000,48,343,"Morris County, TX",2014,5676,5241,435,7.700000
CN4834500000000,48,345,"Motley County, TX",2014,492,470,22,4.500000
CN4834700000000,48,347,"Nacogdoches County, TX",2014,28817,27267,1550,5.400000
CN4834900000000,48,349,"Navarro County, TX",2014,23435,22207,1228,5.200000
CN4835100000000,48,351,"Newton County, TX",2014,5621,5161,460,8.200000
CN4835300000000,48,353,"Nolan County, TX",2014,7122,6816,306,4.300000
CN4835500000000,48,355,"Nueces County, TX",2014,170802,162220,8582,5.000000
CN4835700000000,48,357,"Ochiltree County, TX",2014,5645,5475,170,3.000000
CN4835900000000,48,359,"Oldham County, TX",2014,971,935,36,3.700000
CN4836100000000,48,361,"Orange County, TX",2014,38114,35085,3029,7.900000
CN4836300000000,48,363,"Palo Pinto County, TX",2014,13450,12763,687,5.100000
CN4836500000000,48,365,"Panola County, TX",2014,12939,12319,620,4.800000
CN4836700000000,48,367,"Parker County, TX",2014,59755,57047,2708,4.500000
CN4836900000000,48,369,"Parmer County, TX",2014,5161,5000,161,3.100000
CN4837100000000,48,371,"Pecos County, TX",2014,6870,6584,286,4.200000
CN4837300000000,48,373,"Polk County, TX",2014,17343,16226,1117,6.400000
CN4837500000000,48,375,"Potter County, TX",2014,57734,55456,2278,3.900000
CN4837700000000,48,377,"Presidio County, TX",2014,3466,3064,402,11.600000
CN4837900000000,48,379,"Rains County, TX",2014,5470,5200,270,4.900000
CN4838100000000,48,381,"Randall County, TX",2014,68926,66555,2371,3.400000
CN4838300000000,48,383,"Reagan County, TX",2014,2052,1988,64,3.100000
CN4838500000000,48,385,"Real County, TX",2014,1066,1002,64,6.000000
CN4838700000000,48,387,"Red River County, TX",2014,4966,4578,388,7.800000
CN4838900000000,48,389,"Reeves County, TX",2014,5823,5584,239,4.100000
CN4839100000000,48,391,"Refugio County, TX",2014,3648,3491,157,4.300000
CN4839300000000,48,393,"Roberts County, TX",2014,443,428,15,3.400000
CN4839500000000,48,395,"Robertson County, TX",2014,7356,6971,385,5.200000
CN4839700000000,48,397,"Rockwall County, TX",2014,43404,41469,1935,4.500000
CN4839900000000,48,399,"Runnels County, TX",2014,5070,4860,210,4.100000
CN4840100000000,48,401,"Rusk County, TX",2014,24468,23270,1198,4.900000
CN4840300000000,48,403,"Sabine County, TX",2014,3599,3221,378,10.500000
CN4840500000000,48,405,"San Augustine County, TX",2014,2844,2570,274,9.600000
CN4840700000000,48,407,"San Jacinto County, TX",2014,11478,10817,661,5.800000
CN4840900000000,48,409,"San Patricio County, TX",2014,31155,29229,1926,6.200000
CN4841100000000,48,411,"San Saba County, TX",2014,2256,2152,104,4.600000
